,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
372,Pravokumskoye,97,RU,1584490604,58,44.77,44.65,34.56,5.01
373,Safi,65,MA,1584490364,89,32.3,-9.24,48.78,6.73
374,Daniel Flores,97,CR,1584490606,92,9.34,-83.67,55.98,5.03
375,Manacapuru,40,BR,1584490434,94,-3.3,-60.62,80.6,1.12
376,Arman',100,RU,1584490609,86,59.7,150.17,11.82,7.47
377,Vostok,37,RU,1584490610,87,46.49,135.88,25.74,5.5
378,Gossaigaon,0,IN,1584490612,52,26.45,89.99,64.89,4.7
379,Nizhneudinsk,15,RU,1584490613,91,54.91,99.03,15.39,5.99
380,Leh,100,IN,1584490614,76,34.17,77.58,9.57,2.84
381,Joshīmath,0,IN,1584490615,34,30.57,79.57,32.29,9.82
382,Bauchi,82,NG,1584490617,10,10.5,10.0,72.79,5.14
383,Uíge,100,AO,1584490618,99,-7.61,15.06,68.4,1.28
384,Podporozh'ye,96,RU,1584490619,94,60.91,34.17,34.95,14.43
385,Boguchany,95,RU,1584490620,91,58.38,97.45,8.08,4.92
386,Khovd,0,MN,1584490622,48,48.01,91.64,25.92,2.17
387,Tomatlán,0,MX,1584490623,51,19.93,-105.25,81.54,6.89
388,Saint-Joseph,75,RE,1584490624,88,-21.37,55.62,75.2,6.93
389,Coyhaique,0,CL,1584490626,58,-45.58,-72.07,57.2,5.41
390,Nabire,100,ID,1584490627,90,-3.37,135.48,76.78,0.43
391,Buchanan,75,LR,1584490628,94,5.88,-10.05,80.6,8.05
392,Srīvardhan,46,IN,1584490629,48,18.03,73.02,80.2,7.56
393,Shashi,21,CN,1584490631,76,30.31,112.24,57.99,5.79
394,Fare,95,PF,1584490632,68,-16.7,-151.02,83.82,7.36
395,Hambantota,100,LK,1584490344,80,6.12,81.12,78.75,10.45
396,Lavrentiya,100,RU,1584490635,92,65.58,-171.0,30.79,11.74
397,Chu,15,KZ,1584490636,82,43.6,73.76,49.5,1.14
398,Pamanukan,75,ID,1584490603,84,-6.28,107.81,78.37,2.57
399,Sinnamary,39,GF,1584490639,78,5.38,-52.95,80.67,13.91
400,Saint-Augustin,100,CA,1584490640,85,51.23,-58.65,27.45,21.77
401,Ulladulla,0,AU,1584490641,64,-35.35,150.47,72.0,8.05
402,Tefé,75,BR,1584490642,88,-3.35,-64.71,78.8,4.7
403,Marsh Harbour,7,BS,1584490644,70,26.54,-77.06,72.16,8.81
404,Cabra,26,ES,1584490645,67,37.47,-4.44,59.0,11.41
405,Lamu,100,KE,1584490501,76,-2.27,40.9,84.33,13.94
406,Adrar,83,MR,1584490647,27,20.5,-10.07,67.59,11.16
407,Clyde River,90,CA,1584490649,68,70.47,-68.59,-16.6,12.75
408,Parintins,100,BR,1584490492,79,-2.63,-56.74,80.13,1.77
409,Esperance,65,AU,1584490651,82,-33.87,121.9,59.0,13.87
410,Lerwick,45,GB,1584490652,93,60.15,-1.15,37.4,19.46
411,Khāsh,7,IR,1584490653,34,28.22,61.22,58.32,4.03
412,Mandsaur,19,IN,1584490655,31,24.07,75.07,65.28,7.43
413,Virginia Beach,20,US,1584490398,67,36.85,-75.98,64.4,5.82
414,Kaka,100,TM,1584490657,72,37.35,59.61,55.94,9.06
415,Yulara,0,AU,1584490601,28,-25.24,130.99,82.4,10.29
416,Samarai,38,PG,1584490598,74,-10.62,150.67,82.38,5.57
417,Kerman,60,IR,1584490661,37,30.28,57.08,50.0,6.93
418,Port-Gentil,40,GA,1584490662,83,-0.72,8.78,84.2,10.29
419,Atambua,5,ID,1584490663,76,-9.11,124.89,79.45,1.3
420,Husavik,90,IS,1584490449,95,66.04,-17.34,32.0,28.86
421,Ponta Delgada,20,PT,1584490666,82,37.73,-25.67,55.4,3.91
422,Alice Springs,0,AU,1584490667,30,-23.7,133.88,82.4,11.41
423,Trelew,4,AR,1584490668,64,-43.25,-65.31,56.48,7.45
424,Zhaotong,93,CN,1584490669,77,27.32,103.72,39.76,2.82
425,Banda Aceh,67,ID,1584490671,81,5.56,95.32,73.47,4.76
426,Necochea,100,AR,1584490672,90,-38.55,-58.74,64.0,1.72
427,Narsaq,14,GL,1584490646,39,60.92,-46.05,12.2,5.82
428,Siljan,73,NO,1584490674,81,59.29,9.71,42.8,10.29
429,Brae,39,GB,1584490676,86,60.4,-1.35,37.4,14.99
430,Lodwar,100,KE,1584490677,55,3.12,35.6,83.64,2.35
431,Caconda,100,AO,1584490678,98,-13.73,15.07,61.54,4.59
432,Kamaishi,75,JP,1584490679,93,39.27,141.88,39.2,2.24
433,Ribeira Brava,40,PT,1584490681,67,32.65,-17.07,59.0,16.11
434,Iqaluit,90,CA,1584490682,85,63.75,-68.51,15.8,12.75
435,Pathalgaon,5,IN,1584490683,41,22.57,83.47,67.14,5.14
436,St. George's,20,GD,1584490578,78,12.06,-61.75,78.8,6.93
437,Conde,30,BR,1584490686,83,-7.26,-34.91,80.6,6.93
438,Mossamedes,100,AO,1584490667,80,-15.2,12.15,73.47,4.16
439,Arica,90,CL,1584490688,83,-18.48,-70.3,75.2,9.17
440,Morondava,0,MG,1584490690,90,-20.28,44.28,72.03,3.22
441,Mbekenyera,100,TZ,1584490691,95,-10.0,38.98,69.42,2.26
442,La Santisima Trinidad,75,BO,1584490658,83,-14.83,-64.9,82.4,2.17
443,Camden,90,US,1584490518,66,39.78,-74.97,55.99,8.05
444,Pāli,0,IN,1584490695,30,25.77,73.33,68.49,8.75
445,Pāvilosta,77,LV,1584490696,93,56.89,21.19,42.8,11.41
446,North Bend,90,US,1584490697,87,43.41,-124.22,54.0,8.05
447,Mil'kovo,100,RU,1584490698,88,54.72,158.62,13.28,3.89
448,Uvinza,100,TZ,1584490700,99,-5.1,30.39,65.57,3.27
449,Saint-Leu,90,RE,1584490701,94,-21.15,55.28,75.2,5.82
450,Mangan,41,IN,1584490702,42,27.52,88.53,41.68,5.86
451,Khor,96,RU,1584490704,93,47.89,134.95,24.69,9.75
452,Evanston,75,US,1584490705,38,42.04,-87.69,45.0,10.29
453,Dunedin,0,NZ,1584490706,50,-45.87,170.5,62.01,7.0
454,Eydhafushi,94,MV,1584490707,78,5.1,73.07,84.25,17.6
455,Alekseyevsk,100,RU,1584490708,96,57.84,108.35,6.82,3.51
456,Muros,0,ES,1584490590,87,42.78,-9.06,59.0,8.05
457,Ialibu,40,PG,1584490711,77,-6.28,143.99,68.0,4.7
458,Onguday,100,RU,1584490712,60,50.75,86.15,26.17,11.99
459,Narrabri,0,AU,1584490544,56,-30.32,149.78,73.0,3.36
460,Palm Coast,1,US,1584490715,78,29.59,-81.21,75.99,10.29
461,Leshukonskoye,100,RU,1584490716,85,64.9,45.76,27.63,11.07
462,Kostrzyn,86,PL,1584490717,87,52.4,17.23,48.0,4.7
463,Batagay-Alyta,100,RU,1584490718,96,67.8,130.41,-10.16,1.77
464,Zheleznodorozhnyy,26,RU,1584490720,59,55.75,38.0,37.4,6.71
465,Vao,62,NC,1584490590,74,-22.67,167.48,77.05,18.48
466,Kargasok,82,RU,1584490722,89,59.06,80.86,24.04,24.18
467,Sharan,98,RU,1584490723,93,54.82,54.0,30.61,7.43
468,Puerto Madryn,0,AR,1584490516,63,-42.77,-65.04,56.95,6.62
469,Tabory,45,RU,1584490726,88,58.52,64.55,22.5,8.03
470,Mahabad,90,IR,1584490727,81,36.76,45.72,45.07,1.66
471,Hong Kong,40,HK,1584490385,73,22.29,114.16,71.01,9.17
472,Kushmurun,0,KZ,1584490729,88,52.45,64.63,18.63,8.86
473,Faya,40,SA,1584490643,87,18.39,42.45,62.6,10.29
474,Agirish,0,RU,1584490732,89,61.92,63.02,19.27,9.66
475,Taoudenni,92,ML,1584490653,11,22.68,-3.98,74.73,7.58
476,Seoul,1,KR,1584490611,81,37.57,126.98,44.6,3.13
477,Grand-Santi,100,GF,1584490736,60,4.25,-54.38,82.58,6.15
478,Liverpool,75,GB,1584490652,87,53.41,-2.98,55.0,18.34
479,Yantal',100,RU,1584490738,98,56.85,105.25,5.36,3.33
480,Ixtapa,90,MX,1584490739,78,20.7,-105.2,77.0,12.75
481,Mokhsogollokh,91,RU,1584490740,92,61.47,128.92,4.24,4.43
482,Koulikoro,87,ML,1584490742,12,14.0,-7.75,81.52,10.29
483,Ikere,99,NG,1584490743,96,7.49,5.23,74.71,3.85
484,Rāmtek,40,IN,1584490744,88,21.4,79.33,69.8,2.24
485,Cayenne,6,GF,1584490433,83,4.93,-52.33,78.8,2.24
486,Emba,59,KZ,1584490722,85,48.83,58.14,23.38,5.73
487,Lázaro Cárdenas,0,MX,1584490457,67,17.96,-102.2,80.65,7.76
488,Ürümqi,100,CN,1584490749,39,43.8,87.6,46.4,8.95
489,Buala,8,SB,1584490750,72,-8.14,159.59,84.34,4.03
490,Vila Velha,40,BR,1584490714,83,-20.33,-40.29,80.6,4.7
491,Ust'-Barguzin,53,RU,1584490753,85,53.45,108.98,12.61,4.45
492,Burayevo,77,RU,1584490754,95,55.84,55.41,22.75,7.81
493,São Miguel do Araguaia,54,BR,1584490755,90,-13.28,-50.16,74.46,0.65
494,Lufilufi,68,WS,1584490756,70,-13.87,-171.6,81.32,7.31
495,Westport,20,US,1584490740,75,41.14,-73.36,53.01,5.82
496,Toamasina,75,MG,1584490759,94,-18.17,49.38,75.2,11.41
497,Tiznit Province,100,MA,1584490760,86,29.58,-9.5,47.1,12.93
498,Kang,0,BW,1584490762,63,-23.68,22.79,68.22,12.59
499,Imbituba,75,BR,1584490763,69,-28.24,-48.67,73.4,2.24
500,Mīzan Teferī,100,ET,1584490724,87,6.98,35.58,65.16,5.21
501,Ambanja,6,MG,1584490765,88,-13.68,48.45,76.1,3.2
502,Kavaratti,29,IN,1584490738,68,10.57,72.64,82.62,5.66
503,Chapais,40,CA,1584490668,73,49.78,-74.85,21.2,13.87
504,Roald,100,NO,1584490724,86,62.58,6.13,39.2,24.16
505,Zharkent,67,KZ,1584490770,35,44.16,80.0,49.71,2.98
506,Lorengau,100,PG,1584490701,76,-2.02,147.27,83.25,7.56
507,Bassila,85,BJ,1584490773,44,9.01,1.67,83.12,5.84
508,Jinka,95,ET,1584490774,75,5.65,36.65,70.54,3.31
509,Murmashi,75,RU,1584490775,92,68.82,32.81,26.6,4.47
510,Béziers,0,FR,1584490608,93,43.35,3.22,51.01,2.24
511,Port Keats,2,AU,1584490778,53,-14.25,129.55,85.86,8.79
512,Along,33,IN,1584490779,78,28.17,94.77,53.13,4.81
513,Ca Mau,88,VN,1584490765,74,9.18,105.15,79.88,5.53
514,Kumluca,0,TR,1584490781,35,36.37,30.29,40.87,7.63
515,Kutum,0,SD,1584490736,23,14.2,24.67,58.78,3.89
516,Naze,98,JP,1584490650,63,28.37,129.48,64.4,4.7
517,Kiyasovo,28,RU,1584490785,92,56.35,53.12,28.0,5.75
518,São Filipe,71,CV,1584490726,77,14.9,-24.5,67.32,16.78
519,Sulangan,69,PH,1584490788,77,11.14,123.72,80.17,10.96
520,Arrondissement de Carpentras,0,FR,1584490789,75,44.08,5.17,48.0,3.36
521,Linhares,1,BR,1584490535,93,-19.39,-40.07,73.49,1.63
522,Nuuk,75,GL,1584490701,48,64.18,-51.72,19.4,12.75
523,Verāval,0,IN,1584490793,48,20.9,70.37,69.13,6.53
524,La Palma,1,US,1584490794,41,33.85,-118.05,62.6,4.7
525,Samarinda,24,ID,1584490586,79,-0.5,117.15,79.77,4.59
526,Fallon,75,US,1584490796,28,39.47,-118.78,46.4,13.87
527,Salalah,75,OM,1584490685,73,17.02,54.09,77.0,5.82
528,Bondoukou,59,CI,1584490799,74,8.03,-2.8,79.56,5.5
529,Micheweni,100,TZ,1584490800,75,-4.97,39.83,83.57,4.97
530,Ajdabiya,0,LY,1584490802,54,30.76,20.23,60.19,14.92
531,Staryy Nadym,94,RU,1584490803,85,65.61,72.68,16.84,16.73
532,Synya,89,RU,1584490804,92,65.37,58.04,19.0,10.22
533,Malakal,8,SS,1584490806,14,9.53,31.66,81.21,9.31
534,Tsévié,20,TG,1584490807,88,6.43,1.21,82.4,11.41
535,La Orilla,0,MX,1584490808,67,17.98,-102.23,80.65,7.76
536,Basco,100,PH,1584490809,74,20.45,121.97,73.92,15.93
537,Uruguaiana,7,BR,1584490811,70,-29.75,-57.09,84.2,8.05
538,Abu Dhabi,0,AE,1584490812,60,24.47,54.37,75.99,5.82
539,Mocuba,51,MZ,1584490813,98,-16.84,36.99,70.2,4.7
540,Lata,0,PT,1584490814,87,40.16,-8.33,60.01,5.46
541,Acará,87,BR,1584490737,97,-1.96,-48.2,74.53,3.04
542,Yārāda,40,IN,1584490817,88,17.65,83.27,77.0,2.24
543,Marshfield,1,US,1584490818,41,44.67,-90.17,41.0,4.7
544,Todos Santos,75,MX,1584490819,29,23.45,-110.22,78.8,6.93
545,Praia da Vitória,20,PT,1584490674,77,38.73,-27.07,62.6,13.96
546,Galle,100,LK,1584490822,75,6.04,80.22,80.73,17.25
547,Concepción de Buenos Aires,75,MX,1584490823,23,19.97,-103.27,82.4,13.87
548,Portsmouth,75,GB,1584490824,93,50.8,-1.09,50.0,17.22
549,Dagana,39,MR,1584490826,28,16.52,-15.51,82.4,4.7
550,Sidi Ali,17,DZ,1584490827,86,36.1,0.42,54.73,5.32
551,Miles City,1,US,1584490828,52,46.41,-105.84,43.0,17.22
552,Machilipatnam,0,IN,1584490829,91,16.17,81.13,73.31,2.8
553,Mpongwe,100,ZM,1584490831,98,-13.51,28.16,63.88,4.0
554,Macenta,48,GN,1584490832,93,8.54,-9.47,72.19,1.63
555,Mount Isa,0,AU,1584490620,35,-20.73,139.5,84.2,12.75
556,Bagotville,26,AU,1584490834,69,-28.98,153.42,73.4,11.41
557,Ariquemes,100,BR,1584490804,88,-9.91,-63.04,77.52,1.99
558,Merrill,1,US,1584490837,47,45.18,-89.68,37.4,6.93
559,Aksu,25,CN,1584490658,30,41.12,80.26,43.07,5.19
560,Mayo,90,US,1584490697,58,38.89,-76.51,61.0,5.82
561,Igrim,0,RU,1584490841,88,63.19,64.42,17.56,10.56
562,Port Augusta,0,AU,1584490842,25,-32.5,137.77,84.99,17.22
563,Nakamura,4,JP,1584490843,56,32.98,132.93,57.65,2.42
564,Ust-Nera,47,RU,1584490844,94,64.57,143.2,-13.5,3.22
565,Parksville,75,CA,1584490846,50,49.32,-124.32,55.4,3.36
566,Bagn,9,NO,1584490847,75,60.82,9.55,28.99,1.01
567,Xinmin,74,CN,1584490848,25,41.99,122.83,53.6,11.18
568,Coari,100,BR,1584490849,96,-4.08,-63.14,76.12,1.54
569,Mozelos,1,PT,1584490851,76,41.87,-8.4,60.01,2.24
570,Eshowe,100,ZA,1584490852,73,-28.89,31.47,63.81,11.74
571,Sept-Îles,90,CA,1584490745,100,50.2,-66.38,28.0,16.11
